year,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
2000,1019,758,1876,131,.39259997,6.6306834,0,0,1,4.8751974,43.965961,.39259997,7.5368972
1997,1020,2076,541,291,.45130002,7.6381984,0,0,0,5.6733232,58.342075,.45130002,6.2934194
1998,1020,2076,593,260,.45249999,7.6381984,1,0,0,5.5606818,58.342075,.45249999,6.3851943
1999,1020,2076,568,281,.42860001,7.6381984,0,1,0,5.6383548,58.342075,.42860001,6.3421216
2000,1020,2076,648,282,.49669999,7.6381984,0,0,1,5.6419072,58.342075,.49669999,6.4738908
1997,1021,267,908,158,.98710001,5.5872488,0,0,0,5.0625949,31.21735,.98710001,6.8112445
1998,1021,267,924,167,.96839994,5.5872488,1,0,0,5.1179938,31.21735,.96839994,6.828712
1999,1021,267,852,184,.9874,5.5872488,0,1,0,5.2149358,31.21735,.9874,6.7475867
2000,1021,267,775,218,.9878,5.5872488,0,0,1,5.3844953,31.21735,.9878,6.652863
1997,1022,365,113,190,.94620001,5.8998976,0,0,0,5.2470241,34.808792,.94620001,4.7273879
1998,1022,365,138,188,.95120001,5.8998976,1,0,0,5.2364421,34.808792,.95120001,4.9272537
1999,1022,365,153,193,.91390002,5.8998976,0,1,0,5.2626901,34.808792,.91390002,5.0304379
2000,1022,365,152,220,.95699996,5.8998976,0,0,1,5.3936276,34.808792,.95699996,5.0238805
1997,1023,2412,135,337,.40270001,7.7882113,0,0,0,5.8200831,60.656235,.40270001,4.9052749
1998,1023,2412,125,353,.40470001,7.7882113,1,0,0,5.866468,60.656235,.40470001,4.8283138
1999,1023,2412,118,364,.3664,7.7882113,0,1,0,5.8971539,60.656235,.3664,4.7706847
2000,1023,2412,128,362,.35909998,7.7882113,0,0,1,5.891644,60.656235,.35909998,4.8520303
1997,1024,336,437,187,.68610001,5.817111,0,0,0,5.2311087,33.838779,.68610001,6.0799332
1998,1024,336,454,193,.73550004,5.817111,1,0,0,5.2626901,33.838779,.73550004,6.1180973
1999,1024,336,476,192,.73699999,5.817111,0,1,0,5.2574954,33.838779,.73699999,6.1654177
2000,1024,336,541,188,.62830001,5.817111,0,0,1,5.2364421,33.838779,.62830001,6.2934194
1997,1025,198,168,258,.98900002,5.2882671,0,0,0,5.5529594,27.965769,.98900002,5.1239638
1998,1025,198,157,258,.99379998,5.2882671,1,0,0,5.5529594,27.965769,.99379998,5.0562458
1999,1025,198,170,250,.98470002,5.2882671,0,1,0,5.521461,27.965769,.98470002,5.1357985
2000,1025,198,150,291,.98620003,5.2882671,0,0,1,5.6733232,27.965769,.98620003,5.0106354
1997,1026,257,193,203,.95109999,5.5490761,0,0,0,5.3132062,30.792246,.95109999,5.2626901
1998,1026,257,186,197,.96900004,5.5490761,1,0,0,5.2832036,30.792246,.96900004,5.2257466
1999,1026,257,174,204,.97180003,5.5490761,0,1,0,5.31812,30.792246,.97180003,5.1590552
2000,1026,257,160,233,.97080004,5.5490761,0,0,1,5.4510384,30.792246,.97080004,5.0751739
1997,1027,1928,167,279,.66210002,7.5642385,0,0,0,5.6312118,57.217705,.66210002,5.1179938
1998,1027,1928,185,280,.64629996,7.5642385,1,0,0,5.6347895,57.217705,.64629996,5.220356
1999,1027,1928,143,315,.71839994,7.5642385,0,1,0,5.7525725,57.217705,.71839994,4.9628448
2000,1027,1928,194,290,.73940003,7.5642385,0,0,1,5.6698809,57.217705,.73940003,5.267858
1997,1028,2371,328,314,.43979999,7.7710671,0,0,0,5.749393,60.389484,.43979999,5.7930136
1998,1028,2371,357,303,.42119998,7.7710671,1,0,0,5.7137327,60.389484,.42119998,5.8777356
1999,1028,2371,339,312,.3973,7.7710671,0,1,0,5.7430034,60.389484,.3973,5.8260002
2000,1028,2371,465,316,.505,7.7710671,0,0,1,5.7557421,60.389484,.505,6.1420374
1997,1029,2522,837,404,.41259998,7.8328075,0,0,0,6.0014148,61.352875,.41259998,6.7298241
1998,1029,2522,884,372,.39720002,7.8328075,1,0,0,5.9188938,61.352875,.39720002,6.7844572
1999,1029,2522,910,392,.36480001,7.8328075,0,1,0,5.971262,61.352875,.36480001,6.8134446
2000,1029,2522,1214,364,.4138,7.8328075,0,0,1,5.8971539,61.352875,.4138,7.101676
1997,1030,2380,191,336,.32169998,7.7748556,0,0,0,5.817111,60.44838,.32169998,5.2522736
1998,1030,2380,165,355,.26359999,7.7748556,1,0,0,5.872118,60.44838,.26359999,5.1059456
1999,1030,2380,155,369,.2383,7.7748556,0,1,0,5.9107966,60.44838,.2383,5.0434251
2000,1030,2380,153,371,.2481,7.7748556,0,0,1,5.9162021,60.44838,.2481,5.0304379
1997,1031,958,135,135,.53180003,6.8648477,0,0,0,4.9052749,47.126133,.53180003,4.9052749
1998,1031,958,91,152,.58579999,6.8648477,1,0,0,5.0238805,47.126133,.58579999,4.5108595
1999,1031,958,82,180,.56990004,6.8648477,0,1,0,5.1929569,47.126133,.56990004,4.4067192
2000,1031,958,53,172,.49689999,6.8648477,0,0,1,5.1474943,47.126133,.49689999,3.9702919
1997,1032,2380,298,368,.46150002,7.7748556,0,0,0,5.908083,60.44838,.46150002,5.6970935
1998,1032,2380,317,333,.50630003,7.7748556,1,0,0,5.8081427,60.44838,.50630003,5.7589016
1999,1032,2380,339,328,.5402,7.7748556,0,1,0,5.7930136,60.44838,.5402,5.8260002
2000,1032,2380,477,318,.59599996,7.7748556,0,0,1,5.7620516,60.44838,.59599996,6.1675167
1997,1033,813,309,299,.83879995,6.7007313,0,0,0,5.7004437,44.899799,.83879995,5.7333412
1998,1033,813,390,257,.62159997,6.7007313,1,0,0,5.5490761,44.899799,.62159997,5.9661469
1999,1033,813,392,274,.54320002,6.7007313,0,1,0,5.6131282,44.899799,.54320002,5.971262
2000,1033,813,375,302,.57429999,6.7007313,0,0,1,5.7104268,44.899799,.57429999,5.9269261
1997,1034,920,906,151,.83940005,6.8243737,0,0,0,5.0172796,46.572075,.83940005,6.8090391
1998,1034,920,906,158,.82669997,6.8243737,1,0,0,5.0625949,46.572075,.82669997,6.8090391
1999,1034,920,929,165,.76239997,6.8243737,0,1,0,5.1059456,46.572075,.76239997,6.8341088
2000,1034,920,1282,132,.75760001,6.8243737,0,0,1,4.882802,46.572075,.75760001,7.1561766
1997,1035,951,699,148,.86800003,6.8575139,0,0,0,4.9972124,47.025497,.86800003,6.5496507
1998,1035,951,618,162,.86050004,6.8575139,1,0,0,5.0875964,47.025497,.86050004,6.4264884
1999,1035,951,564,181,.82410002,6.8575139,0,1,0,5.1984968,47.025497,.82410002,6.3350544
2000,1035,951,495,181,.85760003,6.8575139,0,0,1,5.1984968,47.025497,.85760003,6.2045579
1997,1036,1814,210,270,.76279998,7.5032897,0,0,0,5.5984221,56.299355,.76279998,5.3471074
1998,1036,1814,254,247,.72420001,7.5032897,1,0,0,5.5093884,56.299355,.72420001,5.5373344
1999,1036,1814,261,239,.72920001,7.5032897,0,1,0,5.4764633,56.299355,.72920001,5.5645204
2000,1036,1814,280,258,.73680001,7.5032897,0,0,1,5.5529594,56.299355,.73680001,5.6347895
1997,1037,1009,1004,128,.38069999,6.9167151,0,0,0,4.8520303,47.84095,.38069999,6.9117475
1998,1037,1009,986,128,.48220003,6.9167151,1,0,0,4.8520303,47.84095,.48220003,6.8936563
1999,1037,1009,1197,118,.43259999,6.9167151,0,1,0,4.7706847,47.84095,.43259999,7.0875735
2000,1037,1009,1345,136,.37099999,6.9167151,0,0,1,4.9126549,47.84095,.37099999,7.2041492
1997,1038,2280,240,150,.24350001,7.7319307,0,0,0,5.0106354,59.782753,.24350001,5.480639
1998,1038,2280,230,178,.2511,7.7319307,1,0,0,5.1817837,59.782753,.2511,5.4380794
1999,1038,2280,309,163,.32669997,7.7319307,0,1,0,5.09375,59.782753,.32669997,5.7333412
2000,1038,2280,326,187,.48630002,7.7319307,0,0,1,5.2311087,59.782753,.48630002,5.7868972
1997,1039,601,457,82,.52450001,6.3985949,0,0,0,4.4067192,40.942017,.52450001,6.1246834
1998,1039,601,485,92,.50270003,6.3985949,1,0,0,4.5217886,40.942017,.50270003,6.1841488
1999,1039,601,503,88,.52139997,6.3985949,0,1,0,4.4773369,40.942017,.52139997,6.2205901
2000,1039,601,483,102,.55720001,6.3985949,0,0,1,4.6249728,40.942017,.55720001,6.1800165
1997,1040,647,816,90,.60509998,6.4723463,0,0,0,4.4998097,41.891266,.60509998,6.7044144
1998,1040,647,789,105,.55919999,6.4723463,1,0,0,4.6539602,41.891266,.55919999,6.6707664
1999,1040,647,864,106,.54470003,6.4723463,0,1,0,4.6634393,41.891266,.54470003,6.7615728
2000,1040,647,928,114,.58939999,6.4723463,0,0,1,4.7361984,41.891266,.58939999,6.8330317
1997,1041,507,1356,86,.40799999,6.2285109,0,0,0,4.4543471,38.794346,.40799999,7.2122946
1998,1041,507,1297,97,.4664,6.2285109,1,0,0,4.5747108,38.794346,.4664,7.167809
1999,1041,507,1381,94,.4756,6.2285109,0,1,0,4.5432949,38.794346,.4756,7.2305632
2000,1041,507,1408,96,.41979998,6.2285109,0,0,1,4.5643482,38.794346,.41979998,7.2499256
1997,1042,843,338,129,.56159997,6.7369671,0,0,0,4.8598123,45.386726,.56159997,5.8230457
1998,1042,843,315,145,.61250001,6.7369671,1,0,0,4.9767337,45.386726,.61250001,5.7525725
1999,1042,843,349,140,.53939998,6.7369671,0,1,0,4.9416423,45.386726,.53939998,5.855072
2000,1042,843,376,148,.67460001,6.7369671,0,0,1,4.9972124,45.386726,.67460001,5.9295893
1997,1043,304,1988,56,.76059997,5.7170277,0,0,0,4.0253515,32.684406,.76059997,7.5948844
1998,1043,304,2000,61,.74400002,5.7170277,1,0,0,4.1108737,32.684406,.74400002,7.6009026
1999,1043,304,2120,61,.7428,5.7170277,0,1,0,4.1108737,32.684406,.7428,7.6591716
2000,1043,304,1937,68,.75809997,5.7170277,0,0,1,4.2195077,32.684406,.75809997,7.5688958
1997,1044,651,1779,95,.42259997,6.4785094,0,0,0,4.5538769,41.971085,.42259997,7.4838066
1998,1044,651,1604,100,.44189999,6.4785094,1,0,0,4.6051702,41.971085,.44189999,7.3802557
1999,1044,651,1697,98,.41139999,6.4785094,0,1,0,4.5849676,41.971085,.41139999,7.4366174
2000,1044,651,1671,109,.38709998,6.4785094,0,0,1,4.6913481,41.971085,.38709998,7.4211774
1997,1045,621,1215,99,.5147,6.4313312,0,0,0,4.59512,41.362019,.5147,7.1024995
1998,1045,621,1252,99,.49830002,6.4313312,1,0,0,4.59512,41.362019,.49830002,7.1324978
1999,1045,621,1308,103,.54699999,6.4313312,0,1,0,4.6347289,41.362019,.54699999,7.1762547
2000,1045,621,1411,113,.40419999,6.4313312,0,0,1,4.7273879,41.362019,.40419999,7.2520537
1997,1046,338,392,70,.96309996,5.8230457,0,0,0,4.2484951,33.90786,.96309996,5.971262
1998,1046,338,402,155,.96370006,5.8230457,1,0,0,5.0434251,33.90786,.96370006,5.9964519
1999,1046,338,440,155,.97160006,5.8230457,0,1,0,5.0434251,33.90786,.97160006,6.0867748
2000,1046,338,440,152,.97600001,5.8230457,0,0,1,5.0238805,33.90786,.97600001,6.0867748
1997,1047,1107,1446,138,.41779998,7.009409,0,0,0,4.9272537,49.131813,.41779998,7.2765565
1998,1047,1107,1462,130,.53509998,7.009409,1,0,0,4.8675346,49.131813,.53509998,7.2875605
1999,1047,1107,1678,135,.51639998,7.009409,0,1,0,4.9052749,49.131813,.51639998,7.4253578
2000,1047,1107,1818,140,.50370002,7.009409,0,0,1,4.9416423,49.131813,.50370002,7.5054922
1997,1048,1021,253,108,.3944,6.9285378,0,0,0,4.6821313,48.004635,.3944,5.5333896
1998,1048,1021,203,136,.4131,6.9285378,1,0,0,4.9126549,48.004635,.4131,5.3132062
1999,1048,1021,235,135,.42270002,6.9285378,0,1,0,4.9052749,48.004635,.42270002,5.4595857
2000,1048,1021,254,132,.59669995,6.9285378,0,0,1,4.882802,48.004635,.59669995,5.5373344
1997,1049,1262,722,138,.4034,7.1404529,0,0,0,4.9272537,50.986069,.4034,6.5820251
1998,1049,1262,682,156,.4614,7.1404529,1,0,0,5.0498562,50.986069,.4614,6.5250297
1999,1049,1262,734,153,.43470001,7.1404529,0,1,0,5.0304379,50.986069,.43470001,6.5985088
2000,1049,1262,738,163,.44799998,7.1404529,0,0,1,5.09375,50.986069,.44799998,6.6039438
1997,1050,1790,302,182,.2499,7.4899707,0,0,0,5.2040067,56.099659,.2499,5.7104268
1998,1050,1790,321,183,.26719999,7.4899707,1,0,0,5.209486,56.099659,.26719999,5.771441
1999,1050,1790,352,176,.2588,7.4899707,0,1,0,5.1704841,56.099659,.2588,5.8636312
2000,1050,1790,346,192,.27219999,7.4899707,0,0,1,5.2574954,56.099659,.27219999,5.8464389
1997,1051,935,287,125,.7367,6.8405466,0,0,0,4.8283138,46.793079,.7367,5.659482
1998,1051,935,248,152,.76699996,6.8405466,1,0,0,5.0238805,46.793079,.76699996,5.5134287
1999,1051,935,267,155,.77089995,6.8405466,0,1,0,5.0434251,46.793079,.77089995,5.5872488
2000,1051,935,248,159,.83109999,6.8405466,0,0,1,5.0689044,46.793079,.83109999,5.5134287
1997,1052,1960,473,316,.30500001,7.5806999,0,0,0,5.7557421,57.46701,.30500001,6.1590953
1998,1052,1960,405,296,.32529998,7.5806999,1,0,0,5.6903596,57.46701,.32529998,6.0038872
1999,1052,1960,368,303,.31819999,7.5806999,0,1,0,5.7137327,57.46701,.31819999,5.908083
2000,1052,1960,461,312,.32439998,7.5806999,0,0,1,5.7430034,57.46701,.32439998,6.1333981
1997,1053,2254,313,331,.72650003,7.7204618,0,0,0,5.8021183,59.60553,.72650003,5.7462034
1998,1053,2254,320,318,.66059995,7.7204618,1,0,0,5.7620516,59.60553,.66059995,5.768321
1999,1053,2254,416,303,.69730002,7.7204618,0,1,0,5.7137327,59.60553,.69730002,6.0306854
2000,1053,2254,398,353,.71629995,7.7204618,0,0,1,5.866468,59.60553,.71629995,5.9864521
1997,1054,2127,128,315,.71039999,7.662468,0,0,0,5.7525725,58.713417,.71039999,4.8520303
1998,1054,2127,163,279,.58490002,7.662468,1,0,0,5.6312118,58.713417,.58490002,5.09375
1999,1054,2127,178,270,.676,7.662468,0,1,0,5.5984221,58.713417,.676,5.1817837
2000,1054,2127,169,324,.6832,7.662468,0,0,1,5.7807436,58.713417,.6832,5.1298985
1997,1055,554,158,230,.60949999,6.3171649,0,0,0,5.4380794,39.906574,.60949999,5.0625949
1998,1055,554,181,231,.65809995,6.3171649,1,0,0,5.4424176,39.906574,.65809995,5.1984968
1999,1055,554,173,238,.64899999,6.3171649,0,1,0,5.4722705,39.906574,.64899999,5.1532917
2000,1055,554,175,269,.54479998,6.3171649,0,0,1,5.5947113,39.906574,.54479998,5.1647859
1997,1056,873,452,157,.84809995,6.7719355,0,0,0,5.0562458,45.859112,.84809995,6.1136823
1998,1056,873,472,156,.84160006,6.7719355,1,0,0,5.0498562,45.859112,.84160006,6.1569791
1999,1056,873,533,154,.85710001,6.7719355,0,1,0,5.0369525,45.859112,.85710001,6.2785215
2000,1056,873,545,152,.82410002,6.7719355,0,0,1,5.0238805,45.859112,.82410002,6.300786
1997,1057,201,316,211,.98040003,5.3033047,0,0,0,5.3518581,28.12504,.98040003,5.7557421
1998,1057,201,320,221,.97790003,5.3033047,1,0,0,5.3981628,28.12504,.97790003,5.768321
1999,1057,201,328,230,.97180003,5.3033047,0,1,0,5.4380794,28.12504,.97180003,5.7930136
2000,1057,201,312,254,.98360002,5.3033047,0,0,1,5.5373344,28.12504,.98360002,5.7430034
1997,1058,953,256,155,.85120004,6.8596148,0,0,0,5.0434251,47.054317,.85120004,5.5451775
1998,1058,953,240,155,.85600001,6.8596148,1,0,0,5.0434251,47.054317,.85600001,5.480639
1999,1058,953,241,165,.80430001,6.8596148,0,1,0,5.1059456,47.054317,.80430001,5.484797
2000,1058,953,244,156,.88239998,6.8596148,0,0,1,5.0498562,47.054317,.88239998,5.4971681
1997,1059,483,134,170,.80940002,6.1800165,0,0,0,5.1357985,38.192604,.80940002,4.89784
1998,1059,483,110,190,.866,6.1800165,1,0,0,5.2470241,38.192604,.866,4.7004805
1999,1059,483,127,209,.90610003,6.1800165,0,1,0,5.3423343,38.192604,.90610003,4.8441873
2000,1059,483,109,216,.90419996,6.1800165,0,0,1,5.3752785,38.192604,.90419996,4.6913481
1997,1060,444,949,52,.48770002,6.0958247,0,0,0,3.9512436,37.159081,.48770002,6.8554087
1998,1060,444,807,59,.4307,6.0958247,1,0,0,4.0775375,37.159081,.4307,6.6933236
1999,1060,444,706,63,.50580001,6.0958247,0,1,0,4.1431346,37.159081,.50580001,6.5596151
2000,1060,444,610,72,.7518,6.0958247,0,0,1,4.2766662,37.159081,.7518,6.4134588
1997,1061,479,922,69,.68690002,6.1717005,0,0,0,4.2341065,38.089886,.68690002,6.8265452
1998,1061,479,1024,70,.60720003,6.1717005,1,0,0,4.2484951,38.089886,.60720003,6.9314718
1999,1061,479,1049,76,.67690003,6.1717005,0,1,0,4.3307333,38.089886,.67690003,6.9555926
2000,1061,479,1088,83,.67220002,6.1717005,0,0,1,4.4188404,38.089886,.67220002,6.9920964
1997,1062,630,729,92,.75769997,6.4457197,0,0,0,4.5217886,41.547302,.75769997,6.5916739
1998,1062,630,727,102,.7324,6.4457197,1,0,0,4.6249728,41.547302,.7324,6.5889263
1999,1062,630,732,99,.69059998,6.4457197,0,1,0,4.59512,41.547302,.69059998,6.5957804
2000,1062,630,784,110,.6401,6.4457197,0,0,1,4.7004805,41.547302,.6401,6.6644092
1997,1063,933,754,115,.65890002,6.8384051,0,0,0,4.7449322,46.763786,.65890002,6.6253924
1998,1063,933,797,116,.71499997,6.8384051,1,0,0,4.7535901,46.763786,.71499997,6.6808548
1999,1063,933,831,128,.67309999,6.8384051,0,1,0,4.8520303,46.763786,.67309999,6.72263
2000,1063,933,900,144,.66280001,6.8384051,0,0,1,4.9698133,46.763786,.66280001,6.8023949
1997,1064,550,1381,86,.62650001,6.3099184,0,0,0,4.4543471,39.815071,.62650001,7.2305632
1998,1064,550,1298,91,.65610003,6.3099184,1,0,0,4.5108595,39.815071,.65610003,7.1685801
1999,1064,550,1397,87,.58419997,6.3099184,0,1,0,4.4659081,39.815071,.58419997,7.2420826
2000,1064,550,1167,108,.60280001,6.3099184,0,0,1,4.6821313,39.815071,.60280001,7.0621915
1997,1065,569,1244,84,.71910006,6.3438807,0,0,0,4.4308167,40.244823,.71910006,7.1260872
1998,1065,569,1292,82,.67820001,6.3438807,1,0,0,4.4067192,40.244823,.67820001,7.1639466
1999,1065,569,1568,79,.67160004,6.3438807,0,1,0,4.3694477,40.244823,.67160004,7.3575563
2000,1065,569,1626,99,.60540003,6.3438807,0,0,1,4.59512,40.244823,.60540003,7.3938785
1997,1066,859,542,131,.68269998,6.7557688,0,0,0,4.8751974,45.640411,.68269998,6.2952662
1998,1066,859,528,130,.66410005,6.7557688,1,0,0,4.8675346,45.640411,.66410005,6.2690964
1999,1066,859,551,133,.78440005,6.7557688,0,1,0,4.8903489,45.640411,.78440005,6.3117347
2000,1066,859,616,148,.8258,6.7557688,0,0,1,4.9972124,45.640411,.8258,6.4232469
1997,1067,129,720,106,.70839995,4.8598123,0,0,0,4.6634393,23.617775,.70839995,6.5792513
1998,1067,129,666,108,.97029996,4.8598123,1,0,0,4.6821313,23.617775,.97029996,6.5012898
1999,1067,129,616,118,.96559995,4.8598123,0,1,0,4.7706847,23.617775,.96559995,6.4232469
2000,1067,129,577,129,.97099996,4.8598123,0,0,1,4.8598123,23.617775,.97099996,6.3578424
1997,1068,279,728,56,.50520003,5.6312118,0,0,0,4.0253515,31.710546,.50520003,6.590301
1998,1068,279,745,63,.52469999,5.6312118,1,0,0,4.1431346,31.710546,.52469999,6.6133842
1999,1068,279,777,60,.57709998,5.6312118,0,1,0,4.0943446,31.710546,.57709998,6.6554403
2000,1068,279,746,70,.57139999,5.6312118,0,0,1,4.2484951,31.710546,.57139999,6.6147256
1997,1069,1710,163,210,.60570002,7.4442487,0,0,0,5.3471074,55.41684,.60570002,5.09375
1998,1069,1710,188,222,.64949995,7.4442487,1,0,0,5.4026775,55.41684,.64949995,5.2364421
1999,1069,1710,183,220,.51990002,7.4442487,0,1,0,5.3936276,55.41684,.51990002,5.209486
2000,1069,1710,200,236,.51599997,7.4442487,0,0,1,5.4638319,55.41684,.51599997,5.2983174
1997,1070,2336,293,321,.44240001,7.7561955,0,0,0,5.771441,60.158569,.44240001,5.6801724
1998,1070,2336,264,323,.59419996,7.7561955,1,0,0,5.7776523,60.158569,.59419996,5.5759492
1999,1070,2336,233,331,.56580001,7.7561955,0,1,0,5.8021183,60.158569,.56580001,5.4510384
2000,1070,2336,256,355,.57919997,7.7561955,0,0,1,5.872118,60.158569,.57919997,5.5451775
1997,1071,2695,202,232,.35849997,7.8991537,0,0,0,5.4467373,62.396629,.35849997,5.3082676
1998,1071,2695,84,310,.29899999,7.8991537,1,0,0,5.7365723,62.396629,.29899999,4.4308167
1999,1071,2695,284,198,.26479998,7.8991537,0,1,0,5.2882671,62.396629,.26479998,5.6489744
2000,1071,2695,316,213,.26860002,7.8991537,0,0,1,5.3612924,62.396629,.26860002,5.7557421
1997,1072,1022,193,141,.40900001,6.9295168,0,0,0,4.94876,48.018204,.40900001,5.2626901
1998,1072,1022,175,150,.35740003,6.9295168,1,0,0,5.0106354,48.018204,.35740003,5.1647859
1999,1072,1022,207,151,.42019999,6.9295168,0,1,0,5.0172796,48.018204,.42019999,5.3327188
2000,1072,1022,169,167,.37360001,6.9295168,0,0,1,5.1179938,48.018204,.37360001,5.1298985
1997,1073,1137,423,111,.53250003,7.0361485,0,0,0,4.7095304,49.507385,.53250003,6.0473723
1998,1073,1137,426,120,.58749998,7.0361485,1,0,0,4.7874918,49.507385,.58749998,6.0544395
1999,1073,1137,476,119,.65970004,7.0361485,0,1,0,4.7791233,49.507385,.65970004,6.1654177
2000,1073,1137,543,131,.72059995,7.0361485,0,0,1,4.8751974,49.507385,.72059995,6.2971091
1997,1074,357,402,135,.92870003,5.8777356,0,0,0,4.9052749,34.547775,.92870003,5.9964519
1998,1074,357,370,142,.95269996,5.8777356,1,0,0,4.9558272,34.547775,.95269996,5.9135032
1999,1074,357,396,159,.94919997,5.8777356,0,1,0,5.0689044,34.547775,.94919997,5.9814143
2000,1074,357,372,164,.95819998,5.8777356,0,0,1,5.0998664,34.547775,.95819998,5.9188938
1997,1075,1149,187,138,.54150003,7.0466471,0,0,0,4.9272537,49.655235,.54150003,5.2311087
1998,1075,1149,174,144,.6142,7.0466471,1,0,0,4.9698133,49.655235,.6142,5.1590552
1999,1075,1149,146,149,.49520001,7.0466471,0,1,0,5.0039463,49.655235,.49520001,4.9836068
2000,1075,1149,148,154,.68300003,7.0466471,0,0,1,5.0369525,49.655235,.68300003,4.9972124
1997,1076,2400,227,366,.32449999,7.7832241,0,0,0,5.9026332,60.578579,.32449999,5.4249501
1998,1076,2400,239,353,.3159,7.7832241,1,0,0,5.866468,60.578579,.3159,5.4764633
1999,1076,2400,244,334,.21879999,7.7832241,0,1,0,5.811141,60.578579,.21879999,5.4971681
2000,1076,2400,266,312,.19840001,7.7832241,0,0,1,5.7430034,60.578579,.19840001,5.5834961
1997,1077,587,283,134,.69580001,6.3750248,0,0,0,4.89784,40.640942,.69580001,5.6454468
1998,1077,587,310,134,.72510004,6.3750248,1,0,0,4.89784,40.640942,.72510004,5.7365723
1999,1077,587,551,89,.38119999,6.3750248,0,1,0,4.4886365,40.640942,.38119999,6.3117347
2000,1077,587,609,96,.47240001,6.3750248,0,0,1,4.5643482,40.640942,.47240001,6.4118185
1997,1078,227,419,176,.53750002,5.4249501,0,0,0,5.1704841,29.430084,.53750002,6.0378709
1998,1078,227,416,180,.55970001,5.4249501,1,0,0,5.1929569,29.430084,.55970001,6.0306854
1999,1078,227,689,98,.7683,5.4249501,0,1,0,4.5849676,29.430084,.7683,6.5352411
2000,1078,227,449,149,.4998,5.4249501,0,0,1,5.0039463,29.430084,.4998,6.1070228
1997,1079,422,260,64,.5025,6.0450053,0,0,0,4.1588831,36.542088,.5025,5.5606818
1998,1079,422,296,71,.56119996,6.0450053,1,0,0,4.2626801,36.542088,.56119996,5.6903596
1999,1079,422,327,69,.57840002,6.0450053,0,1,0,4.2341065,36.542088,.57840002,5.7899604
2000,1079,422,255,78,.65830004,6.0450053,0,0,1,4.356709,36.542088,.65830004,5.5412636
1997,1080,488,474,74,.62900001,6.1903152,0,0,0,4.3040652,38.320004,.62900001,6.1612072
1998,1080,488,488,80,.65639997,6.1903152,1,0,0,4.3820267,38.320004,.65639997,6.1903152
1999,1080,488,472,84,.65580004,6.1903152,0,1,0,4.4308167,38.320004,.65580004,6.1569791
2000,1080,488,416,98,.66290003,6.1903152,0,0,1,4.5849676,38.320004,.66290003,6.0306854
1997,1081,192,440,58,.99680001,5.2574954,0,0,0,4.0604429,27.641258,.99680001,6.0867748
1998,1081,192,391,64,.99809998,5.2574954,1,0,0,4.1588831,27.641258,.99809998,5.9687076
1999,1081,192,324,67,.99870002,5.2574954,0,1,0,4.2046928,27.641258,.99870002,5.7807436
2000,1081,192,262,81,.99959999,5.2574954,0,0,1,4.3944492,27.641258,.99959999,5.5683446
1997,1082,188,779,50,.62199998,5.2364421,0,0,0,3.9120231,27.420326,.62199998,6.658011
1998,1082,188,725,57,.69400001,5.2364421,1,0,0,4.0430512,27.420326,.69400001,6.5861716
1999,1082,188,713,55,.8118,5.2364421,0,1,0,4.0073333,27.420326,.8118,6.5694814
2000,1082,188,614,63,.93059999,5.2364421,0,0,1,4.1431346,27.420326,.93059999,6.4199948
1997,1083,415,423,72,.85180002,6.0282784,0,0,0,4.2766662,36.340141,.85180002,6.0473723
1998,1083,415,447,80,.86980003,6.0282784,1,0,0,4.3820267,36.340141,.86980003,6.1025586
1999,1083,415,438,76,.76089996,6.0282784,0,1,0,4.3307333,36.340141,.76089996,6.0822191
2000,1083,415,182,97,.61119998,6.0282784,0,0,1,4.5747108,36.340141,.61119998,5.2040067
1997,1084,564,1204,64,.45340002,6.3350544,0,0,0,4.1588831,40.132915,.45340002,7.0934048
1998,1084,564,1118,66,.45439997,6.3350544,1,0,0,4.1896548,40.132915,.45439997,7.0192966
1999,1084,564,1046,74,.4276,6.3350544,0,1,0,4.3040652,40.132915,.4276,6.9527287
2000,1084,564,865,85,.495,6.3350544,0,0,1,4.4426513,40.132915,.495,6.7627296
1997,1085,572,192,69,.75919998,6.3491392,0,0,0,4.2341065,40.311569,.75919998,5.2574954
1998,1085,572,155,84,.8021,6.3491392,1,0,0,4.4308167,40.311569,.8021,5.0434251
1999,1085,572,160,85,.82889998,6.3491392,0,1,0,4.4426513,40.311569,.82889998,5.0751739
2000,1085,572,132,92,.8761,6.3491392,0,0,1,4.5217886,40.311569,.8761,4.882802
1997,1086,1080,153,154,.71760005,6.9847164,0,0,0,5.0369525,48.786263,.71760005,5.0304379
1998,1086,1080,155,135,.69940001,6.9847164,1,0,0,4.9052749,48.786263,.69940001,5.0434251
1999,1086,1080,168,141,.611,6.9847164,0,1,0,4.94876,48.786263,.611,5.1239638
2000,1086,1080,187,142,.45529997,6.9847164,0,0,1,4.9558272,48.786263,.45529997,5.2311087
1997,1087,296,234,168,.73230004,5.6903596,0,0,0,5.1239638,32.380192,.73230004,5.4553213
1998,1087,296,259,163,.65739995,5.6903596,1,0,0,5.09375,32.380192,.65739995,5.556828
1999,1087,296,239,168,.78440005,5.6903596,0,1,0,5.1239638,32.380192,.78440005,5.4764633
2000,1087,296,200,171,.78430003,5.6903596,0,0,1,5.1416636,32.380192,.78430003,5.2983174
